Geneid	Chr	Start	End	Strand	Length
gene-LOC116417601	NC_045761.1	23131779	23133925	+	2147
gene-LOC103316297	NC_045761.1	23134110	23136810	+	2701
gene-LOC100123683	NC_045761.1	23136847	23147035	-	10189
gene-LOC100123681	NC_045761.1	23147156	23148394	+	1239
gene-LOC100114521	NC_045761.1	23148528	23150403	-	1876
gene-LOC116417562	NC_045761.1	23151240	23160442	-	9203
gene-LOC116417561	NC_045761.1	23157765	23165470	+	7706
gene-LOC100123678	NC_045761.1	23170796	23175591	+	4796
gene-LOC100678217	NC_045761.1	23181438	23239454	+	58017
gene-LOC100123668	NC_045761.1	23245033	23274873	-	29841
gene-LOC100678103	NC_045761.1	23261355	23264466	+	3112
gene-LOC100678189	NC_045761.1	23274555	23275709	+	1155
gene-LOC100114488	NC_045761.1	23276371	23282639	+	6269
gene-LOC107981096	NC_045761.1	23283138	23284077	-	940
gene-LOC103316296	NC_045761.1	23288851	23289948	+	1098
gene-LOC103316295	NC_045761.1	23291400	23294234	-	2835
gene-LOC107981095	NC_045761.1	23296300	23301595	+	5296
gene-LOC107981094	NC_045761.1	23302382	23303412	+	1031
gene-LOC100678036	NC_045761.1	23322033	23322964	+	932
gene-LOC100678007	NC_045761.1	23358729	23371791	+	13063
gene-LOC116417606	NC_045761.1	23358992	23360758	-	1767
gene-LOC103316246	NC_045761.1	23361567	23366713	+	5147
gene-LOC100677980	NC_045761.1	23390409	23426993	-	36585
gene-LOC100123616	NC_045761.1	23403784	23414461	-	10678
gene-LOC100123599	NC_045761.1	23425947	23434923	+	8977
gene-LOC100123604	NC_045761.1	23427292	23431363	-	4072
gene-LOC100679269	NC_045761.1	23434935	23440115	-	5181
gene-LOC100123584	NC_045761.1	23440399	23441900	+	1502
gene-LOC100680526	NC_045761.1	23441713	23443935	-	2223
gene-LOC107981098	NC_045761.1	23443968	23446173	+	2206
gene-LOC100679207	NC_045761.1	23446472	23464072	+	17601
gene-LOC100123557	NC_045761.1	23448087	23451164	-	3078
gene-LOC100123552	NC_045761.1	23451345	23459888	-	8544
gene-LOC107980450	NC_045761.1	23463311	23466428	+	3118
gene-LOC116738596	NC_045761.1	23466692	23475565	+	8874
gene-LOC116417572	NC_045761.1	23475730	23483931	+	8202
gene-LOC100123537	NC_045761.1	23484805	23499389	+	14585
gene-LOC100680323	NC_045761.1	23499561	23514457	+	14897
gene-LOC103316241	NC_045761.1	23500098	23505830	-	5733
gene-LOC107981125	NC_045761.1	23501413	23502425	+	1013
gene-LOC100123516	NC_045761.1	23514391	23521426	-	7036
gene-LOC100679095	NC_045761.1	23521564	23523769	-	2206
gene-LOC100123504	NC_045761.1	23524040	23532567	+	8528
gene-LOC100679060	NC_045761.1	23532698	23534574	+	1877
gene-LOC100123489	NC_045761.1	23534656	23538205	-	3550
gene-LOC100123483	NC_045761.1	23538255	23566288	+	28034
gene-LOC103316240	NC_045761.1	23559246	23562984	+	3739
gene-LOC100678994	NC_045761.1	23567815	23568854	-	1040
gene-LOC100680107	NC_045761.1	23584332	23589633	-	5302
gene-LOC100123447	NC_045761.1	23589714	23694098	+	104385
gene-LOC107981093	NC_045761.1	23612501	23617616	-	5116
gene-LOC103316291	NC_045761.1	23628631	23633298	-	4668
gene-LOC103316236	NC_045761.1	23633342	23637567	-	4226
gene-LOC100680013	NC_045761.1	23637927	23641269	-	3343
gene-LOC116417618	NC_045761.1	23650011	23655446	+	5436
gene-LOC100123399	NC_045761.1	23718726	23773100	+	54375
gene-LOC116417587	NC_045761.1	23728332	23730917	-	2586
gene-LOC116417590	NC_045761.1	23740878	23742688	-	1811
gene-LOC116417582	NC_045761.1	23747515	23749096	-	1582
gene-LOC100679886	NC_045761.1	23749215	23759573	-	10359
gene-LOC103316234	NC_045761.1	23759735	23762668	-	2934
gene-LOC100123394	NC_045761.1	23773294	23776277	-	2984
gene-LOC100123385	NC_045761.1	23775169	23778727	+	3559
gene-LOC100114446	NC_045761.1	23778265	23779986	-	1722
gene-LOC100123380	NC_045761.1	23779749	23782714	+	2966
gene-LOC100123373	NC_045761.1	23783048	23826977	-	43930
gene-LOC100679668	NC_045761.1	23805769	23825445	+	19677
gene-LOC100123363	NC_045761.1	23827034	24108017	+	280984
gene-LOC116417620	NC_045761.1	23835215	23835351	+	137
gene-LOC116738599	NC_045761.1	23882342	23883414	+	1073
gene-LOC103316221	NC_045761.1	23889807	23891097	+	1291
gene-LOC116417581	NC_045761.1	23904217	23905699	+	1483
gene-LOC116738598	NC_045761.1	23907858	23909563	+	1706
gene-LOC116417589	NC_045761.1	23932673	23933381	-	709
gene-LOC107981104	NC_045761.1	23951813	23952859	+	1047
gene-LOC107981105	NC_045761.1	23952743	23953573	+	831
gene-LOC116417584	NC_045761.1	23982446	23983206	+	761
gene-LOC107981102	NC_045761.1	23983578	23984475	+	898
gene-LOC100679208	NC_045761.1	24000277	24005274	+	4998
gene-LOC100123340	NC_045761.1	24005876	24007907	-	2032
gene-LOC116738597	NC_045761.1	24010483	24013137	+	2655
gene-LOC116417586	NC_045761.1	24065506	24066822	+	1317
gene-LOC100679598	NC_045761.1	24071572	24072434	+	863
gene-LOC103316286	NC_045761.1	24075958	24077174	+	1217
gene-LOC103316231	NC_045761.1	24091800	24094699	+	2900
gene-LOC103316282	NC_045761.1	24110531	24112214	+	1684
gene-LOC116417585	NC_045761.1	24114413	24115553	+	1141
gene-LOC103316281	NC_045761.1	24115356	24116560	+	1205
gene-LOC103316232	NC_045761.1	24119402	24124763	+	5362
gene-LOC100678795	NC_045761.1	24126489	24137303	+	10815
gene-LOC103316279	NC_045761.1	24138038	24139473	+	1436
gene-LOC100123121	NC_045761.1	24141457	24150679	-	9223
gene-LOC100123114	NC_045761.1	24151183	24156579	+	5397
gene-LOC100123078	NC_045761.1	24164701	24341698	+	176998
gene-LOC103316219	NC_045761.1	24192455	24198875	-	6421
gene-LOC100123094	NC_045761.1	24211561	24217353	+	5793
gene-LOC103316218	NC_045761.1	24229468	24231854	-	2387
gene-LOC103316217	NC_045761.1	24244661	24256990	-	12330
gene-LOC100123061	NC_045761.1	24348042	24354292	+	6251
gene-LOC100123052	NC_045761.1	24355040	24362952	+	7913
gene-LOC100123040	NC_045761.1	24362520	24366628	-	4109
gene-LOC100678908	NC_045761.1	24366674	24369538	+	2865
gene-LOC100123016	NC_045761.1	24369284	24375949	-	6666
gene-LOC100123004	NC_045761.1	24375769	24378255	+	2487
gene-LOC100122997	NC_045761.1	24378880	24414298	+	35419
gene-LOC100678685	NC_045761.1	24414460	24416819	-	2360
gene-LOC100122978	NC_045761.1	24416370	24427398	+	11029
gene-TRNAA-CGC-2	NC_045761.1	24428204	24428275	+	72
gene-TRNAA-CGC-3	NC_045761.1	24428412	24428483	+	72
gene-LOC116417560	NC_045761.1	24429159	24433499	-	4341
gene-Mir252	NC_045761.1	24429407	24429507	-	101
gene-LOC107981092	NC_045761.1	24437410	24440398	+	2989
gene-LOC100122959	NC_045761.1	24441401	24445230	-	3830
gene-LOC100216473	NC_045761.1	24445481	24448561	+	3081
gene-LOC100114409	NC_045761.1	24448181	24450441	-	2261
gene-LOC100678684	NC_045761.1	24451056	24457384	-	6329
gene-LOC100678525	NC_045761.1	24457890	24467617	-	9728
gene-LOC107981128	NC_045761.1	24468773	24644142	-	175370
gene-Mir929	NC_045761.1	24486700	24486799	-	100
gene-LOC100678486	NC_045761.1	24489813	24491268	-	1456
gene-LOC116417592	NC_045761.1	24522149	24553707	-	31559
gene-LOC100678318	NC_045761.1	24555880	24556709	-	830
gene-LOC100678654	NC_045761.1	24557492	24558339	+	848
gene-LOC100678292	NC_045761.1	24560370	24561839	-	1470
gene-LOC100122887	NC_045761.1	24659749	24677773	+	18025
gene-LOC107981132	NC_045761.1	24678987	24682024	-	3038
gene-LOC100122863	NC_045761.1	24682581	24688291	-	5711
gene-LOC100678205	NC_045761.1	24688887	24695932	+	7046
gene-LOC100122833	NC_045761.1	24696242	24847378	+	151137
gene-LOC100122845	NC_045761.1	24699842	24713190	-	13349
gene-TRNAT-UGU-2	NC_045761.1	24842763	24842835	+	73
gene-LOC100122820	NC_045761.1	24846694	24851692	-	4999
gene-LOC100114338	NC_045761.1	24852322	24865236	+	12915
gene-LOC100122795	NC_045761.1	24865994	24894377	+	28384
gene-LOC100678423	NC_045761.1	24882750	24885033	-	2284
gene-Or31	NC_045761.1	24894565	24899500	-	4936
gene-Or29	NC_045761.1	24901708	24903598	-	1891
gene-Or28	NC_045761.1	24903878	24905631	-	1754
gene-Or27	NC_045761.1	24906071	24907981	-	1911
gene-Or26	NC_045761.1	24908230	24911087	-	2858
gene-Or25	NC_045761.1	24911100	24912875	-	1776
gene-Or24	NC_045761.1	24913437	24915258	-	1822
gene-Or23	NC_045761.1	24916173	24917858	-	1686
gene-Or22	NC_045761.1	24918282	24920500	-	2219
gene-Or21	NC_045761.1	24920666	24922300	-	1635
gene-Or20	NC_045761.1	24922771	24924512	-	1742
gene-Or19	NC_045761.1	24925128	24926964	-	1837
gene-Or17	NC_045761.1	24930116	24931915	-	1800
gene-Or16	NC_045761.1	24933230	24934961	-	1732
gene-Or15	NC_045761.1	24935558	24937360	-	1803
gene-Or14	NC_045761.1	24937743	24940537	-	2795
gene-Or13	NC_045761.1	24940614	24943013	-	2400
gene-Or12	NC_045761.1	24943317	24944993	-	1677
gene-LOC116738606	NC_045761.1	24945385	24955645	-	10261
gene-LOC116738607	NC_045761.1	24945826	24957779	+	11954
gene-LOC100122676	NC_045761.1	24957709	24966719	-	9011
gene-LOC116417599	NC_045761.1	24974257	24978700	-	4444
gene-LOC100678266	NC_045761.1	24987812	24993224	+	5413
gene-LOC100170395	NC_045761.1	24993336	25021794	-	28459
gene-LOC100122642	NC_045761.1	25025775	25062031	-	36257
gene-LOC100114310	NC_045761.1	25063147	25102334	-	39188
gene-LOC100122630	NC_045761.1	25102817	25107767	-	4951
gene-LOC100114276	NC_045761.1	25107697	25108648	+	952
gene-LOC100122605	NC_045761.1	25108490	25116288	-	7799
gene-LOC100122595	NC_045761.1	25116507	25122965	+	6459
gene-LOC100114241	NC_045761.1	25122875	25125180	-	2306
gene-LOC100122583	NC_045761.1	25125313	25126972	-	1660
gene-LOC103316213	NC_045761.1	25127123	25130254	+	3132
gene-LOC100122557	NC_045761.1	25129216	25132856	-	3641
gene-LOC100122536	NC_045761.1	25132981	25151063	+	18083
gene-LOC107981090	NC_045761.1	25136114	25138770	-	2657
gene-LOC100114199	NC_045761.1	25150341	25153660	-	3320
gene-LOC100114157	NC_045761.1	25153095	25155962	+	2868
gene-LOC100122522	NC_045761.1	25158259	25164854	+	6596
gene-LOC100122499	NC_045761.1	25165540	25171755	+	6216
gene-LOC100122488	NC_045761.1	25171205	25180820	-	9616
gene-LOC100114121	NC_045761.1	25181451	25183958	+	2508
gene-LOC103316276	NC_045761.1	25185925	25188033	+	2109
gene-LOC100114086	NC_045761.1	25188945	25190836	-	1892
gene-LOC116417556	NC_045761.1	25195016	25198899	-	3884
gene-LOC100680340	NC_045761.1	25229670	25231250	-	1581
gene-LOC100113985	NC_045761.1	25239179	25546056	-	306878
gene-LOC103316211	NC_045761.1	25248688	25249207	+	520
gene-LOC100680299	NC_045761.1	25290935	25292167	+	1233
gene-LOC100122415	NC_045761.1	25469796	25470830	+	1035
gene-LOC116417573	NC_045761.1	25488687	25491166	+	2480
gene-LOC100680228	NC_045761.1	25493828	25496476	+	2649
gene-TRNAK-CUU-11	NC_045761.1	25519104	25519176	-	73
gene-LOC100114015	NC_045761.1	25525577	25530310	+	4734
gene-LOC100678016	NC_045761.1	25536627	25539781	+	3155
gene-LOC100122340	NC_045761.1	25554046	25556246	+	2201
gene-LOC107980449	NC_045761.1	25558980	25561550	-	2571
gene-LOC100122324	NC_045761.1	25561559	25566860	+	5302
gene-LOC100677961	NC_045761.1	25567431	25570827	-	3397
gene-LOC100122289	NC_045761.1	25572111	25605904	+	33794
gene-LOC100679920	NC_045761.1	25583273	25594134	-	10862
gene-TRNAK-CUU-12	NC_045761.1	25602868	25602940	+	73
gene-LOC100122274	NC_045761.1	25604726	25608566	-	3841
gene-LOC100122259	NC_045761.1	25611090	25613101	+	2012
gene-Gr48	NC_045761.1	25614704	25616472	+	1769
gene-Gr49	NC_045761.1	25616801	25618853	+	2053
gene-Gr50	NC_045761.1	25619300	25621108	+	1809
gene-Gr51	NC_045761.1	25621607	25623327	+	1721
gene-Gr52	NC_045761.1	25623764	25625479	+	1716
gene-Gr53	NC_045761.1	25625701	25628462	+	2762
gene-LOC100122189	NC_045761.1	25637517	25641056	-	3540
gene-LOC100679852	NC_045761.1	25640803	25642061	+	1259
gene-LOC103316209	NC_045761.1	25642245	25644077	-	1833
gene-LOC100122147	NC_045761.1	25644152	25671100	+	26949
gene-LOC100122133	NC_045761.1	25670780	25681518	-	10739
gene-LOC100677861	NC_045761.1	25681942	25694056	+	12115
gene-TRNAA-UGC-3	NC_045761.1	25683442	25683513	-	72
gene-TRNAL-AAG-6	NC_045761.1	25687202	25687283	-	82
gene-TRNAV-AAC-7	NC_045761.1	25691853	25691925	+	73
gene-LOC100677831	NC_045761.1	25693943	25705946	-	12004
gene-LOC100122086	NC_045761.1	25706093	25712016	+	5924
gene-LOC100122070	NC_045761.1	25711977	25722242	-	10266
gene-LOC100679495	NC_045761.1	25722576	25724931	-	2356
gene-LOC100679358	NC_045761.1	25726610	25729138	+	2529
gene-LOC100679466	NC_045761.1	25729253	25730916	+	1664
gene-LOC100122023	NC_045761.1	25730905	25734872	-	3968
gene-LOC100122010	NC_045761.1	25734819	25740383	+	5565
gene-LOC116417617	NC_045761.1	25741092	25742137	+	1046
gene-LOC100121980	NC_045761.1	25742287	25747874	+	5588
gene-LOC100121942	NC_045761.1	25747944	25765913	-	17970
gene-LOC103316275	NC_045761.1	25784476	25785485	-	1010
gene-LOC116417598	NC_045761.1	25790930	25792448	-	1519
gene-LOC103316206	NC_045761.1	25793295	25795139	-	1845
gene-LOC116417576	NC_045761.1	25796230	25796925	+	696
gene-LOC116417597	NC_045761.1	25797316	25799355	-	2040
gene-LOC107981089	NC_045761.1	25799888	25802402	-	2515
gene-LOC116417596	NC_045761.1	25802743	25807650	-	4908
gene-LOC116417557	NC_045761.1	25808217	25810404	-	2188
gene-LOC103316272	NC_045761.1	25810939	25813677	-	2739
gene-LOC100121863	NC_045761.1	25813813	25815202	-	1390
gene-LOC100121846	NC_045761.1	25820923	25840836	-	19914
gene-LOC100121828	NC_045761.1	25834987	25854767	+	19781
gene-LOC103316271	NC_045761.1	25854847	25857442	+	2596
gene-LOC100121756	NC_045761.1	25857892	25872840	-	14949
gene-LOC100113917	NC_045761.1	25874404	26061823	-	187420
gene-LOC100121719	NC_045761.1	26062152	26064313	-	2162
gene-LOC100121700	NC_045761.1	26064462	26068398	-	3937
gene-LOC100121683	NC_045761.1	26068794	26099059	-	30266
gene-LOC100678743	NC_045761.1	26095004	26104265	+	9262
gene-TRNAL-CAG-4	NC_045761.1	26100028	26100111	+	84
gene-LOC100121634	NC_045761.1	26103098	26106867	-	3770
gene-LOC107981121	NC_045761.1	26105623	26107857	+	2235
gene-LOC100678633	NC_045761.1	26107346	26123639	-	16294
gene-LOC100678600	NC_045761.1	26126304	26150048	-	23745
gene-LOC100113883	NC_045761.1	26164717	26168575	+	3859
gene-LOC116738610	NC_045761.1	26167161	26169496	-	2336
gene-LOC103315310	NC_045761.1	26169564	26175953	+	6390
gene-LOC100678346	NC_045761.1	26176074	26221635	-	45562
gene-LOC100678455	NC_045761.1	26188704	26189872	+	1169
gene-LOC100678317	NC_045761.1	26222854	26226327	-	3474
gene-LOC107981110	NC_045761.1	26226851	26229722	+	2872
gene-LOC103316204	NC_045761.1	26238277	26310857	+	72581
gene-LOC103316270	NC_045761.1	26241087	26241986	-	900
gene-LOC103316205	NC_045761.1	26291748	26293796	+	2049
gene-TRNAG-GCC-9	NC_045761.1	26303568	26303638	+	71
gene-TRNAG-GCC-10	NC_045761.1	26303755	26303825	-	71
gene-LOC100121217	NC_045761.1	26311319	26319641	-	8323
gene-LOC100121193	NC_045761.1	26321736	26327167	-	5432
gene-LOC100121173	NC_045761.1	26328179	26332915	+	4737
gene-LOC100121151	NC_045761.1	26332251	26334146	-	1896
gene-LOC100121128	NC_045761.1	26333693	26337410	+	3718
gene-LOC100121100	NC_045761.1	26337462	26344926	-	7465
gene-LOC100121076	NC_045761.1	26352578	26367150	+	14573
gene-LOC100121026	NC_045761.1	26369335	26373388	-	4054
gene-LOC100120954	NC_045761.1	26376011	26390380	+	14370
gene-LOC103316203	NC_045761.1	26380479	26423811	-	43333
gene-TRNAI-AAU-9	NC_045761.1	26393356	26393429	+	74
gene-LOC100677991	NC_045761.1	26408743	26412782	+	4040
gene-LOC100120906	NC_045761.1	26416997	26432603	+	15607
gene-LOC100120879	NC_045761.1	26432751	26441435	-	8685
gene-LOC100120855	NC_045761.1	26442223	26445480	-	3258
gene-LOC100120829	NC_045761.1	26445511	26450776	+	5266
gene-LOC100120811	NC_045761.1	26449214	26464107	-	14894
gene-LOC100120763	NC_045761.1	26464881	26470363	-	5483
gene-LOC100120739	NC_045761.1	26470441	26480178	-	9738
gene-LOC100120719	NC_045761.1	26480916	26485579	-	4664
gene-LOC100680477	NC_045761.1	26486707	26494150	+	7444
gene-LOC100680446	NC_045761.1	26495178	26523360	+	28183
gene-LOC107981142	NC_045761.1	26498946	26501277	-	2332
gene-LOC100120584	NC_045761.1	26523523	26528757	-	5235
gene-LOC100120557	NC_045761.1	26528842	26554479	-	25638
gene-LOC100120534	NC_045761.1	26537207	26551601	+	14395
gene-LOC100120508	NC_045761.1	26551917	26553596	+	1680
gene-LOC100120483	NC_045761.1	26554770	26561869	+	7100
gene-LOC100120456	NC_045761.1	26561764	26572353	-	10590
gene-LOC100120433	NC_045761.1	26572600	26581594	-	8995
gene-LOC100120406	NC_045761.1	26581861	26586193	+	4333
gene-LOC100120378	NC_045761.1	26593231	26608495	+	15265
gene-LOC100120353	NC_045761.1	26608519	26610794	+	2276
gene-LOC100120290	NC_045761.1	26617125	26622374	+	5250
gene-LOC100120262	NC_045761.1	26622364	26628377	-	6014
gene-LOC100120239	NC_045761.1	26628797	26633305	-	4509
gene-LOC100120180	NC_045761.1	26633568	26758740	+	125173
gene-LOC116738611	NC_045761.1	26737188	26739496	+	2309
gene-SP68	NC_045761.1	26758715	26760052	+	1338
gene-LOC100113818	NC_045761.1	26760706	26763051	+	2346
gene-LOC100120123	NC_045761.1	26766062	26773769	-	7708
gene-LOC100120086	NC_045761.1	26776897	26794525	+	17629
gene-LOC100679784	NC_045761.1	26790110	26801897	-	11788
gene-LOC100120020	NC_045761.1	26801593	26813639	+	12047
gene-LOC100119985	NC_045761.1	26813747	26816834	+	3088
gene-LOC100119957	NC_045761.1	26816394	26822960	-	6567
gene-LOC100679851	NC_045761.1	26823038	26824224	+	1187
gene-LOC100679629	NC_045761.1	26824226	26829765	-	5540
gene-LOC100679597	NC_045761.1	26828727	26833129	+	4403
gene-LOC100119786	NC_045761.1	26833390	26835612	+	2223
gene-LOC100119758	NC_045761.1	26835446	26837180	-	1735
gene-LOC100119702	NC_045761.1	26837030	26856416	+	19387
gene-LOC100119666	NC_045761.1	26858966	26860414	+	1449
gene-LOC100119626	NC_045761.1	26864623	26899720	+	35098
gene-LOC100119584	NC_045761.1	26899823	26902610	-	2788
gene-LOC100119546	NC_045761.1	26902837	26943993	-	41157
gene-LOC100679667	NC_045761.1	26945151	26949007	-	3857
gene-LOC100119485	NC_045761.1	26949128	26951543	+	2416
gene-LOC100119452	NC_045761.1	26952045	26958266	+	6222
gene-LOC100679596	NC_045761.1	26957388	26961160	-	3773
gene-LOC100119378	NC_045761.1	26961255	26968729	-	7475
gene-LOC103316269	NC_045761.1	26968822	26974103	+	5282
gene-NV_30064	NC_045761.1	26974290	26980304	-	6015
gene-LOC100119285	NC_045761.1	26983360	26992672	+	9313
gene-LOC116415672	NC_045761.1	26992551	26994495	-	1945
gene-LOC100119242	NC_045761.1	26994396	26997633	+	3238
gene-LOC100119205	NC_045761.1	26997100	27001182	-	4083
gene-LOC100119167	NC_045761.1	27001212	27003614	+	2403
gene-LOC100113756	NC_045761.1	27003697	27005602	+	1906
gene-LOC100119132	NC_045761.1	27005849	27012246	-	6398
gene-LOC100119094	NC_045761.1	27013236	27021033	-	7798
gene-Or106	NC_045761.1	27026388	27027853	+	1466
gene-LOC100118950	NC_045761.1	27028684	27039659	+	10976
gene-LOC100118990	NC_045761.1	27029362	27037263	-	7902
gene-LOC100113722	NC_045761.1	27046022	27107862	-	61841
gene-LOC100678872	NC_045761.1	27108480	27110114	-	1635
gene-LOC100118850	NC_045761.1	27110094	27113197	+	3104
gene-LOC100118812	NC_045761.1	27112831	27116631	-	3801
gene-LOC116738612	NC_045761.1	27116356	27117895	+	1540
gene-LOC100118774	NC_045761.1	27117647	27127024	-	9378
gene-LOC100118662	NC_045761.1	27124849	27137840	+	12992
gene-LOC100113698	NC_045761.1	27137902	27140507	-	2606
gene-LOC100113663	NC_045761.1	27141397	27156468	+	15072
gene-LOC100113623	NC_045761.1	27157020	27164063	+	7044
gene-LOC100680106	NC_045761.1	27164151	27165184	+	1034
gene-LOC100118517	NC_045761.1	27165446	27173358	+	7913
gene-LOC100118553	NC_045761.1	27169296	27171876	-	2581
gene-LOC100118479	NC_045761.1	27173523	27175140	+	1618
gene-LOC100118439	NC_045761.1	27174854	27177681	-	2828
gene-LOC100113593	NC_045761.1	27177753	27186152	-	8400
gene-LOC100679885	NC_045761.1	27179441	27180529	-	1089
gene-LOC103316199	NC_045761.1	27180646	27182435	+	1790
gene-LOC100118367	NC_045761.1	27182645	27187858	+	5214
gene-LOC100118327	NC_045761.1	27189926	27202398	-	12473
gene-Or79	NC_045761.1	27215384	27217480	-	2097
gene-LOC100118249	NC_045761.1	27218385	27227401	-	9017
gene-LOC116738613	NC_045761.1	27227504	27228053	+	550
gene-Or78	NC_045761.1	27227651	27229482	-	1832
gene-LOC100118146	NC_045761.1	27229661	27244648	+	14988
gene-LOC100118111	NC_045761.1	27242691	27248897	-	6207
gene-LOC100118065	NC_045761.1	27250182	27254535	-	4354
gene-LOC100118030	NC_045761.1	27255381	27262634	-	7254
gene-LOC100117961	NC_045761.1	27261918	27266395	+	4478
gene-LOC100679734	NC_045761.1	27262858	27265491	-	2634
gene-LOC100117923	NC_045761.1	27266592	27268816	+	2225
gene-LOC100117881	NC_045761.1	27268195	27273963	-	5769
gene-LOC100117841	NC_045761.1	27277796	27280289	-	2494
gene-LOC100678667	NC_045761.1	27280873	27296243	+	15371
gene-LOC100117729	NC_045761.1	27296399	27305689	+	9291
gene-LOC100678291	NC_045761.1	27308758	27310277	-	1520
gene-LOC100117563	NC_045761.1	27310189	27335933	-	25745
gene-LOC100117527	NC_045761.1	27337471	27378255	+	40785
gene-LOC100117487	NC_045761.1	27378359	27392532	-	14174
gene-LOC100117442	NC_045761.1	27396906	27401821	-	4916
gene-LOC100117402	NC_045761.1	27402043	27408090	+	6048
gene-LOC100117339	NC_045761.1	27408310	27445624	+	37315
gene-LOC100117297	NC_045761.1	27446756	27455037	-	8282
gene-LOC100117259	NC_045761.1	27455378	27459206	+	3829
gene-LOC100679223	NC_045761.1	27459402	27461700	+	2299
gene-LOC116738614	NC_045761.1	27460876	27461591	-	716
gene-LOC100678410	NC_045761.1	27461848	27466583	+	4736
gene-Or115	NC_045761.1	27469471	27470977	-	1507
gene-Or114	NC_045761.1	27471612	27473150	-	1539
gene-Or113	NC_045761.1	27474715	27476243	-	1529
gene-Gr5	NC_045761.1	27476371	27480910	-	4540
gene-CYP9AG3	NC_045761.1	27478953	27480672	+	1720
gene-CYP9AG4	NC_045761.1	27481471	27483272	+	1802
gene-LOC103316198	NC_045761.1	27483207	27489503	-	6297
gene-LOC100117029	NC_045761.1	27489493	27493655	+	4163
gene-LOC100679096	NC_045761.1	27493666	27495960	+	2295
gene-CCE-D4	NC_045761.1	27496343	27499060	+	2718
gene-CCE-D5	NC_045761.1	27499916	27502231	+	2316
gene-LOC100116956	NC_045761.1	27502567	27509632	+	7066
gene-LOC100116918	NC_045761.1	27510033	27514833	+	4801
gene-LOC100113542	NC_045761.1	27515727	27516617	-	891
gene-LOC100116875	NC_045761.1	27516772	27569929	-	53158
gene-LOC103316197	NC_045761.1	27523708	27525059	-	1352
gene-LOC100679330	NC_045761.1	27525627	27526223	-	597
gene-LOC107981649	NC_045761.1	27527136	27537709	+	10574
gene-LOC100678782	NC_045761.1	27570035	27622029	+	51995
gene-LOC100116816	NC_045761.1	27625639	27651939	-	26301
gene-TRNAE-CUC-7	NC_045761.1	27640400	27640471	-	72
gene-TRNAG-UCC-6	NC_045761.1	27650748	27650819	-	72
gene-LOC100678174	NC_045761.1	27653235	27660578	-	7344
gene-LOC100116677	NC_045761.1	27671735	27675390	+	3656
gene-LOC100116638	NC_045761.1	27676302	27681046	+	4745
gene-LOC100678115	NC_045761.1	27680969	27682431	-	1463
gene-LOC100116566	NC_045761.1	27682574	27703080	-	20507
gene-LOC100679002	NC_045761.1	27693182	27812695	-	119514
gene-LOC100116428	NC_045761.1	27910513	27915517	+	5005
gene-LOC100679562	NC_045761.1	27914046	27919297	-	5252
gene-LOC103316196	NC_045761.1	27919300	28049759	+	130460
gene-LOC116738594	NC_045761.1	27928347	27932743	+	4397
gene-LOC100116283	NC_045761.1	27931680	27993396	-	61717
gene-LOC100116208	NC_045761.1	28050406	28061935	-	11530
gene-LOC100113517	NC_045761.1	28130924	28131968	-	1045
gene-LOC100113488	NC_045761.1	28133748	28139156	+	5409
gene-LOC100117653	NC_045761.1	28139284	28141559	+	2276
gene-LOC100116142	NC_045761.1	28141856	28148381	+	6526
gene-LOC100116104	NC_045761.1	28149153	28178826	+	29674
gene-LOC100116066	NC_045761.1	28181502	28187973	+	6472
gene-LOC100116028	NC_045761.1	28187881	28189172	-	1292
gene-LOC100115993	NC_045761.1	28189392	28199599	-	10208
gene-LOC103315282	NC_045761.1	28199633	28211310	+	11678
gene-LOC100115877	NC_045761.1	28211527	28215369	+	3843
gene-LOC100115842	NC_045761.1	28215773	28218735	+	2963
gene-LOC100678701	NC_045761.1	28219462	28225057	+	5596
gene-LOC100115755	NC_045761.1	28227363	28230822	+	3460
gene-LOC100115714	NC_045761.1	28232273	28240215	+	7943
gene-LOC100115629	NC_045761.1	28240544	28251932	+	11389
gene-LOC100115544	NC_045761.1	28252139	28255721	-	3583
gene-LOC100115507	NC_045761.1	28256284	28259492	+	3209
gene-LOC116415671	NW_022279648.1	73863	74712	-	850
gene-LOC116417550	NW_022279648.1	142912	145609	-	2698
gene-LOC107981990	NW_022279648.1	152177	153574	+	1398
gene-LOC116417549	NW_022279648.1	155463	157518	+	2056
gene-LOC103316614	NW_022279648.1	158562	160797	+	2236
gene-LOC116417791	NW_022279652.1	140897	365150	+	224254
gene-LOC116417793	NW_022279652.1	211013	212630	-	1618
gene-LOC107981769	NW_022279652.1	215273	220159	-	4887
gene-LOC100678896	NW_022279652.1	220299	225799	+	5501
gene-LOC116417792	NW_022279652.1	257675	312994	-	55320
gene-LOC103316369	NW_022279652.1	380541	382042	-	1502
gene-Msh4	NW_022279652.1	386205	848783	-	462579
gene-LOC116417794	NW_022279652.1	1001856	1002515	+	660
gene-LOC116417795	NW_022279652.1	1005578	1026203	+	20626
gene-TRNAK-CUU-13	NW_022279652.1	1075005	1075077	-	73
gene-LOC116417796	NW_022279652.1	1300348	1301273	-	926
gene-LOC107982151	NW_022279652.1	1329392	1717936	+	388545
gene-LOC107981766	NW_022279652.1	1791140	1795386	+	4247
gene-LOC116417797	NW_022279652.1	1812012	1941933	+	129922
